,Date,Month,Year,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,Day_Perc_Change,Trend
96,10/06/2019,6,2019,212.88,210.25,216.94,209.01,10.59,-1.943804698,Negative
97,07/06/2019,6,2019,204.5,205,210.84,203.5,16,-3.936490041,Among top losers
98,06/06/2019,6,2019,205.95,204.44,211,201.8,20.24,0.709046455,Slight positive
99,05/06/2019,6,2019,196.59,198.68,201.28,191.85,13.51,-4.544792425,Among top losers
100,04/06/2019,6,2019,193.6,181.1,193.98,179.61,13.81,-1.520931889,Negative
101,03/06/2019,6,2019,178.97,185.51,186.68,176.99,13.06,-7.556818182,Bear drop
102,31/05/2019,5,2019,185.16,185.1,189.92,184.1,10.41,3.458680226,Among top gainers
103,30/05/2019,5,2019,188.22,188.75,192.25,187.02,7.93,1.652624757,Positive
104,29/05/2019,5,2019,189.86,187.1,192.39,185.04,11.97,0.871320795,Slight positive
105,28/05/2019,5,2019,188.7,191.2,195,187.85,10.31,-0.610976509,Slight negative
106,24/05/2019,5,2019,190.63,199.83,199.98,188.75,14.14,1.022787493,Positive
107,23/05/2019,5,2019,195.49,194.34,199.47,186.22,26.55,2.549441326,Positive
108,22/05/2019,5,2019,192.73,199.1,203.94,191.78,18.69,-1.411836923,Negative
109,21/05/2019,5,2019,205.08,197.76,207.4,196.04,18,6.40792819,Among top gainers
110,20/05/2019,5,2019,205.36,202.8,206,195.25,20.53,0.136532085,No change
111,17/05/2019,5,2019,211.03,221.96,222.24,208.92,17.79,2.761005064,Positive
112,16/05/2019,5,2019,228.33,229.49,231,226.5,7.48,8.197886556,Bull run
113,15/05/2019,5,2019,231.95,229.32,232.44,225.25,7.3,1.585424605,Positive
114,14/05/2019,5,2019,232.31,229.3,234.5,228,7.25,0.155205863,No change
115,13/05/2019,5,2019,227.01,232.01,232.47,224.5,10.83,-2.28143429,Negative
116,10/05/2019,5,2019,239.52,239.75,241.99,236.02,7.01,5.510770451,Among top gainers
117,09/05/2019,5,2019,241.98,242,243.68,236.94,6.71,1.027054108,Positive
118,08/05/2019,5,2019,244.84,246.94,250.6,244.2,6.18,1.181915861,Positive
119,07/05/2019,5,2019,247.06,256.8,257.21,245.1,10.13,0.906714589,Slight positive
120,06/05/2019,5,2019,255.34,250.02,258.35,248.5,10.83,3.351412612,Among top gainers
121,03/05/2019,5,2019,255.03,243.86,256.61,243.49,23.71,-0.121406752,No change
122,02/05/2019,5,2019,244.1,245.52,247.13,237.72,18.16,-4.285770302,Among top losers
123,01/05/2019,5,2019,234.01,238.85,240,231.5,10.7,-4.133551823,Among top losers
124,30/04/2019,4,2019,238.69,242.06,244.21,237,9.46,1.999914534,Positive
125,29/04/2019,4,2019,241.47,235.86,243.98,232.17,16.71,1.164690603,Positive
126,26/04/2019,4,2019,235.14,246.5,246.68,231.13,22.36,-2.621443658,Negative
127,25/04/2019,4,2019,247.63,255,259,246.07,21.85,5.311729183,Among top gainers
128,24/04/2019,4,2019,258.66,263.85,265.32,258,10.73,4.454226063,Among top gainers
129,23/04/2019,4,2019,263.9,260.15,265.6,255.75,10.94,2.025825408,Positive
130,22/04/2019,4,2019,262.75,269,269.68,262.48,12.15,-0.435771125,No change
131,18/04/2019,4,2019,273.26,271.23,274.84,269.75,5.88,4,Among top gainers
132,17/04/2019,4,2019,271.23,274.75,274.79,268.54,5.13,-0.742882237,Slight negative
133,16/04/2019,4,2019,273.36,265.75,275,264.72,7.27,0.785311359,Slight positive
134,15/04/2019,4,2019,266.38,268.63,268.88,258.63,10.04,-2.553409423,Negative
135,12/04/2019,4,2019,267.7,270.22,271.95,266.83,6.75,0.495532698,No change
136,11/04/2019,4,2019,268.42,268.3,270.5,265.6,9.84,0.268957789,No change
137,10/04/2019,4,2019,276.06,276.74,278.38,272.89,7.06,2.846285672,Positive
138,09/04/2019,4,2019,272.31,271.65,275,269.61,5.9,-1.358400348,Negative
139,08/04/2019,4,2019,273.2,277.69,281.16,270.44,10.41,0.326833388,No change
140,05/04/2019,4,2019,274.96,269.86,276.1,266.11,13.04,0.644216691,Slight positive
141,04/04/2019,4,2019,267.78,261.89,271.2,260.59,23.72,-2.611288915,Negative
142,03/04/2019,4,2019,291.81,287.32,296.17,287.17,7.93,8.97378445,Bull run
143,02/04/2019,4,2019,285.88,288.3,289.44,283.88,5.48,-2.032144203,Negative
144,01/04/2019,4,2019,289.18,282.62,289.2,281.28,8.11,1.154330488,Positive
145,29/03/2019,3,2019,279.86,278.7,280.16,274.5,5.99,-3.222906148,Among top losers
146,28/03/2019,3,2019,278.62,277.16,280.33,275.1,6.77,-0.443078682,No change
147,27/03/2019,3,2019,274.83,268.75,275.37,268.18,8.78,-1.360275644,Negative
148,26/03/2019,3,2019,267.77,264.44,270.26,264.43,7.35,-2.56886075,Negative
149,25/03/2019,3,2019,260.42,259.71,263.18,254.46,10.22,-2.744893005,Negative
150,22/03/2019,3,2019,264.53,272.58,272.8,264,8.75,1.578219799,Positive
151,21/03/2019,3,2019,274.02,272.6,276.45,268.45,5.95,3.587494802,Among top gainers
152,20/03/2019,3,2019,273.6,269.69,274.97,266.3,6.91,-0.153273484,No change
153,19/03/2019,3,2019,267.47,267.5,273.3,263.46,11.8,-2.240497076,Negative
