,Date,Month,Year,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,Day_Perc_Change,Trend
54,08/08/2019,8,2019,238.3,234.45,239.8,232.65,5.27,1.399940428,Positive
55,07/08/2019,8,2019,233.42,226.5,233.57,225.8,4.78,-2.047838859,Negative
56,06/08/2019,8,2019,230.75,231.88,232.5,225.75,5.56,-1.143860852,Negative
57,05/08/2019,8,2019,228.32,229.6,231.37,225.78,7.03,-1.053087757,Negative
58,02/08/2019,8,2019,234.34,231.35,236.27,229.23,6.14,2.636650315,Positive
59,01/08/2019,8,2019,233.85,242.65,244.51,231.77,8.26,-0.209097892,No change
60,31/07/2019,7,2019,241.61,243,246.68,236.65,9.18,3.318366474,Among top gainers
61,30/07/2019,7,2019,242.26,232.9,243.36,232.18,8.11,0.2690286,No change
62,29/07/2019,7,2019,235.77,227.09,235.94,226.03,9.27,-2.678939982,Negative
63,26/07/2019,7,2019,228.04,226.92,230.26,222.25,10.03,-3.278618993,Among top losers
64,25/07/2019,7,2019,228.82,233.5,234.5,225.55,22.42,0.342045255,No change
65,24/07/2019,7,2019,264.88,259.17,266.07,258.16,11.07,15.75911197,Bull run
66,23/07/2019,7,2019,260.17,256.71,260.48,254.5,5.02,-1.778163697,Negative
67,22/07/2019,7,2019,255.68,258.75,262.15,254.19,6.85,-1.725794673,Negative
68,19/07/2019,7,2019,258.18,255.69,259.96,254.62,7.05,0.977784731,Slight positive
69,18/07/2019,7,2019,253.54,255.05,255.75,251.88,4.76,-1.797195755,Negative
70,17/07/2019,7,2019,254.86,255.67,258.31,253.35,9.76,0.520627909,Slight positive
71,16/07/2019,7,2019,252.38,249.3,253.53,247.93,8.15,-0.973083261,Slight negative
72,15/07/2019,7,2019,253.5,248,254.42,244.86,11,0.44377526,No change
73,12/07/2019,7,2019,245.08,239.75,245.38,239.71,9.2,-3.321499014,Among top losers
74,11/07/2019,7,2019,238.6,238.14,241.5,235.8,7.51,-2.644034601,Negative
75,10/07/2019,7,2019,238.92,234.15,238.94,233.14,9.15,0.134115675,No change
76,09/07/2019,7,2019,230.06,228.97,231,227.28,6.19,-3.708354261,Among top losers
77,08/07/2019,7,2019,230.34,231.24,232.25,228.66,5.88,0.121707381,No change
78,05/07/2019,7,2019,233.1,234.57,235.45,230.8,7.07,1.198228705,Positive
79,03/07/2019,7,2019,234.9,239.39,241.57,234.51,14.2,0.772200772,Slight positive
80,02/07/2019,7,2019,224.55,228.89,229.15,222.22,9.26,-4.406130268,Among top losers
81,01/07/2019,7,2019,227.17,230.21,233.1,226.28,8.24,1.166778,Positive
82,28/06/2019,6,2019,223.46,220.99,225.17,220.8,6.85,-1.633138178,Negative
83,27/06/2019,6,2019,222.84,219.45,222.9,217.35,6.34,-0.277454578,No change
84,26/06/2019,6,2019,219.27,220.31,227.23,218.1,8.51,-1.602046311,Negative
85,25/06/2019,6,2019,219.76,224.39,225.34,219.49,6.18,0.223468783,No change
86,24/06/2019,6,2019,223.64,223.24,225.86,221.02,5.75,1.765562432,Positive
87,21/06/2019,6,2019,221.86,216.22,222.18,215.5,8.2,-0.795922018,Slight negative
88,20/06/2019,6,2019,219.62,223,226.9,216.35,11.86,-1.009645723,Negative
89,19/06/2019,6,2019,226.43,225.11,227.77,221.06,6.58,3.100810491,Among top gainers
90,18/06/2019,6,2019,224.74,228.72,234.74,222.56,12.72,-0.746367531,Slight negative
91,17/06/2019,6,2019,225.03,215.48,227,214.27,12.32,0.129037999,No change
92,14/06/2019,6,2019,214.92,211.25,216.65,210.4,7.43,-4.492734302,Among top losers
93,13/06/2019,6,2019,213.91,210.38,214.9,207.51,8.17,-0.469942304,No change
94,12/06/2019,6,2019,209.26,222.95,223.38,209,15.2,-2.173811416,Negative
95,11/06/2019,6,2019,217.1,219.14,220.9,213.5,11.65,3.74653541,Among top gainers
